dataset,seed,chunk_size,embedding,reranking,question,gold_answer,generated_answer,hit_at_k,latency_ms
squad,123,512,baai,False,What Jacksonville community is known for having heavy ties to the Navy?,Filipino,The Filipino community in Jacksonville.,1,2440.72
squad,123,512,baai,False,Which reason is given sometimes to plead not guilty involving these matters?,Guilt implies wrong-doing,A plea of no contest is sometimes regarded as a compromise between pleading guilty and not guilty.,1,2533.37
squad,123,512,baai,False,"According to reduction, if X and Y can be solved by the same algorithm then X performs what function in relationship to Y?",reduces,X is no more difficult than Y.,1,2274.98
squad,123,512,baai,False,What did Tymnet connect ,"connect host computers (servers)at thousands of large companies, educational institutions, and government agencies","Host computers (servers) at thousands of large companies, educational institutions, and government agencies.",1,2425.76
squad,123,512,baai,False,What is the region called that is the largest conurbation of the Rhine?,Rhine-Ruhr,The Rhine-Ruhr region.,1,2269.65
squad,123,512,baai,False,When did Khan establish the Great Yuan?,1271,Kublai Khan established the Great Yuan in 1271.,1,2463.54
squad,123,512,baai,False,What happens when bathocyroe and ocyropsis clap their lobes together?,jet of expelled water drives them backwards very quickly.,They escape from danger by driving themselves backwards very quickly with the jet of expelled water.,1,2642.78
squad,123,512,baai,False,Where does heat rejection occur in the Rankine cycle?,in the condenser,In the condenser.,1,2304.85
squad,123,512,baai,False,What is the most snow Fresno has ever had?,2.2 inches,"2.2 inches (0.06 m) on January 21, 1962.",1,2433.78
squad,123,512,baai,False,The Maroons compete in what league division?,NCAA's Division III,Division III.,1,2449.87
squad,123,512,baai,False,Where did France focus its efforts to rebuild its empire?,Africa,"North and West Africa, as well as South-East Asia, and other regions including Central and East Africa, and the South Pacific.",1,2307.19
squad,123,512,baai,False,What is the magnitude of force divided by when external force is added?,mass of the system,mass of the system.,1,2279.72
squad,123,512,baai,False,Along what geographic feature are nine residential houses located?,Charles River,The Charles River.,1,2411.13
squad,123,512,baai,False,What are the skin cells that can be transformed into tumors known as?,melanocytes,Melanocytes.,1,2292.56
squad,123,512,baai,False,The Amazon region is home to how many species of insect?,2.5 million,About 2.5 million insect species.,1,2398.49
squad,123,512,baai,False,What would be needed to host a larger population?,agriculture,Agriculture.,1,2291.94
squad,123,512,baai,False,What law connects relative velocities with inertia?,Newton's First,Newton's First Law of Motion.,1,2297.11
squad,123,512,baai,False,Where is the Rhine Bridge?,Arnhem,The Rhine Bridge is at Arnhem.,1,2382.37
squad,123,512,baai,False,Health problems were lower in places with higher levels of what?,equality,equality,1,2370.62
squad,123,512,baai,False,Starting in what year has Harvard topped the Academic Rankings of World Universities?,2003,2003.,1,2311.99
squad,123,512,baai,False,Who is eligible to toss their name in the hat to be First Minister?,Any member,Any member of Parliament.,1,2395.59
squad,123,512,baai,False,When are the new Sky Q products going to be available?,2016,The new Sky Q products are to be available in 2016.,1,2424.84
squad,123,512,baai,False,"As a person gets older, what does the skin produce less of?",vitamin D,Vitamin D.,1,2261.04
squad,123,512,baai,False,How much oxygen is found is a liter of fresh water under normal conditions?,6.04 milliliters,6.04 milliliters (mL) per liter.,1,2318.48
squad,123,512,baai,False,Who lead the school back to leading research institution in 2oth century?,James Bryant Conant,James Bryant Conant.,1,2372.65
squad,123,512,baai,False,What have the two different Islamist movements been described as oscillating between?,poles,"Two poles: a strategy of Islamization through state power seized by revolution or invasion, and a ""reformist"" pole where Islamists work to Islamize society gradually ""from the bottom up"".",1,2317.23
squad,123,512,baai,False,By what process is singlet oxygen made in the tropophere?,photolysis of ozone,The photolysis of ozone by light of short wavelength.,1,2309.66
squad,123,1024,baai,True,What was Tymnet,"an international data communications network headquartered in San Jose, CA",Tymnet was an international data communications network.,1,598.25
squad,123,1024,baai,True,Beginning how many years ago did the amazon rainforest extend 45 degrees south?,66–34 Mya,66 million years ago.,1,492.76
squad,123,1024,baai,True,Dendritic cells present antigens to what cells of the adaptive nervous system?,T cells,T cells.,1,363.88
squad,123,1024,baai,True,Why did OPEC raise the price of oil to $5.11?,In response to American aid to Israel,In response to American aid to Israel.,1,2537.86
squad,123,1024,baai,True,Telnet was sold to ,Telenet was incorporated in 1973 and started operations in 1975. It went public in 1979 and was then sold to GTE,GTE.,1,2522.59
squad,123,1024,baai,True,What produces the high levels of oxygen on Earth?,oxygen cycle,Photosynthesis.,1,2416.84
squad,123,1024,baai,True,What grew on a global scale as a result of imperialism?,the world's economy,The world's economy grew significantly.,1,2471.12
squad,123,1024,baai,True,How many protestants live in France today?,one million,Approximately one million Protestants.,1,2517.36
squad,123,1024,baai,True,What did a greedy merchant do to the mermaid?,captured,He captured the mermaid.,1,2442.59
squad,123,1024,baai,True,What does the bathocyroe and ocyropsis do to escape danger?,by clapping their lobes,They clap their lobes to create a jet of expelled water that drives them backwards quickly.,1,2712.02
squad,123,1024,baai,True,"What month, every four years, are the ordinary general elections held on?",May,May.,1,2811.16
squad,123,1024,baai,True,"At first, what did oxygen and iron combine to form?",banded iron formations,Banded iron formations.,1,2406.99
squad,123,1024,baai,True,What region does use the term 'private schools' to refer to universities?,North America,North America.,1,2536.25
squad,123,1024,baai,True,When was the first Sino-Japanese War?,1894,1894.,1,2992.31
squad,123,1024,baai,True,How were Huguenot settlers assimilated into North American society at large?,married outside their immediate French communities,"The Huguenot settlers were assimilated into North American society through intermarriage with other communities, leading to the adoption of French first names and surnames by their descendants, and their integration into various Protestant denominations.",1,418.55
squad,123,1024,baai,True,What do clinical pharmacists often participate in?,patient care rounds drug product selection,Patient care rounds and drug product selection.,1,2382.71
squad,123,1024,baai,True,What did Joseph Haas say in his email?,"""Wise up or die.""","""Wise up or die.""",1,2642.9
squad,123,1024,baai,True,What implication can be derived for P and NP if P and co-NP are established to be unequal?,P is not equal to NP,"If P and co-NP are established to be unequal, then it can be derived that P is not equal to NP.",1,2488.91
squad,123,1024,baai,True,What was the target percentage of households BSkyB wanted to reach?,36%,36% of households in the UK.,1,2405.13
squad,123,1024,baai,True,What are some existing facilities?,"electrical, water, sewage, phone, and cable facilities","Electrical, water, sewage, phone, and cable facilities.",1,2411.47
squad,123,1024,baai,True,What was believed to be the cause of devastation to the civilization?,diseases from Europe,"The spread of diseases from Europe, such as smallpox.",1,2662.69
squad,123,1024,baai,True,When did France and the Dutch fight in the 17th century?,1672,1672.,1,2378.86
squad,123,1024,baai,True,What city served as Poland's capital in 1313?,Kraków,Kraków.,1,2818.29
squad,123,1024,baai,True,What Jacksonville community is known for having heavy ties to the Navy?,Filipino,The Filipino American community in Jacksonville.,1,2632.74
squad,123,1024,baai,True,Which reason is given sometimes to plead not guilty involving these matters?,Guilt implies wrong-doing,Guilt implies wrong-doing. I feel I have done no wrong.,1,1041.97
squad,123,1024,baai,True,"According to reduction, if X and Y can be solved by the same algorithm then X performs what function in relationship to Y?",reduces,X is no more difficult than Y.,1,2447.45
squad,123,1024,baai,True,What did Tymnet connect ,"connect host computers (servers)at thousands of large companies, educational institutions, and government agencies","Host computers (servers) at thousands of large companies, educational institutions, and government agencies.",1,2524.96
squad,123,1024,baai,True,What is the region called that is the largest conurbation of the Rhine?,Rhine-Ruhr,The Rhine-Ruhr region.,1,2561.75
squad,123,1024,baai,True,When did Khan establish the Great Yuan?,1271,Kublai Khan established the Great Yuan in 1271.,1,1106.12
squad,123,1024,baai,True,What happens when bathocyroe and ocyropsis clap their lobes together?,jet of expelled water drives them backwards very quickly.,They escape from danger by creating a jet of expelled water that drives them backwards very quickly.,1,2756.48
squad,123,1024,baai,True,Where does heat rejection occur in the Rankine cycle?,in the condenser,In the condenser.,1,2528.25
squad,123,1024,baai,True,What is the most snow Fresno has ever had?,2.2 inches,"2.2 inches (0.06 m) on January 21, 1962.",1,2593.6
squad,123,1024,baai,True,The Maroons compete in what league division?,NCAA's Division III,Division III.,1,2561.96
squad,123,1024,baai,True,Where did France focus its efforts to rebuild its empire?,Africa,"North and West Africa, as well as South-East Asia.",1,2547.62
squad,123,1024,baai,True,What is the magnitude of force divided by when external force is added?,mass of the system,The mass of the system.,1,2407.47
squad,123,1024,baai,True,Along what geographic feature are nine residential houses located?,Charles River,The Charles River.,1,2822.4
squad,123,1024,baai,True,What are the skin cells that can be transformed into tumors known as?,melanocytes,Melanocytes.,1,2493.23
squad,123,1024,baai,True,The Amazon region is home to how many species of insect?,2.5 million,About 2.5 million insect species.,1,2527.63
squad,123,1024,baai,True,What would be needed to host a larger population?,agriculture,Agriculture.,1,2819.02
squad,123,1024,baai,True,What law connects relative velocities with inertia?,Newton's First,Newton's First Law of Motion.,1,745.42
squad,123,1024,baai,True,Where is the Rhine Bridge?,Arnhem,The Rhine Bridge is at Arnhem.,1,2583.08
squad,123,1024,baai,True,Health problems were lower in places with higher levels of what?,equality,Equality.,1,2442.09
squad,123,1024,baai,True,Starting in what year has Harvard topped the Academic Rankings of World Universities?,2003,2003.,1,2932.03
squad,123,1024,baai,True,Who is eligible to toss their name in the hat to be First Minister?,Any member,Any member of Parliament.,1,2959.42
squad,123,1024,baai,True,When are the new Sky Q products going to be available?,2016,2016.,1,2459.7
squad,123,1024,baai,True,"As a person gets older, what does the skin produce less of?",vitamin D,Vitamin D.,1,2418.7
squad,123,1024,baai,True,How much oxygen is found is a liter of fresh water under normal conditions?,6.04 milliliters,6.04 milliliters (mL) per liter.,1,2499.43
squad,123,1024,baai,True,Who lead the school back to leading research institution in 2oth century?,James Bryant Conant,James Bryant Conant.,1,2414.91
squad,123,1024,baai,True,What have the two different Islamist movements been described as oscillating between?,poles,"Two poles: a strategy of Islamization through state power, and gradual Islamization from the bottom up.",1,2528.42
squad,123,1024,baai,True,By what process is singlet oxygen made in the tropophere?,photolysis of ozone,The photolysis of ozone by light of short wavelength.,1,2569.8
squad,123,1024,baai,False,What was Tymnet,"an international data communications network headquartered in San Jose, CA",Tymnet was an international data communications network.,1,393.15
squad,123,1024,baai,False,Beginning how many years ago did the amazon rainforest extend 45 degrees south?,66–34 Mya,66 million years ago.,1,204.87
squad,123,1024,baai,False,Dendritic cells present antigens to what cells of the adaptive nervous system?,T cells,T cells.,1,211.5
squad,123,1024,baai,False,Why did OPEC raise the price of oil to $5.11?,In response to American aid to Israel,In response to American aid to Israel.,1,2290.01
squad,123,1024,baai,False,Telnet was sold to ,Telenet was incorporated in 1973 and started operations in 1975. It went public in 1979 and was then sold to GTE,GTE.,1,2259.45
squad,123,1024,baai,False,What produces the high levels of oxygen on Earth?,oxygen cycle,Photosynthesis.,1,2258.89
squad,123,1024,baai,False,What grew on a global scale as a result of imperialism?,the world's economy,The world's economy grew significantly.,1,2382.82
squad,123,1024,baai,False,How many protestants live in France today?,one million,Approximately one million Protestants.,1,2238.83
squad,123,1024,baai,False,What did a greedy merchant do to the mermaid?,captured,He captured the mermaid.,1,2260.62
squad,123,1024,baai,False,What does the bathocyroe and ocyropsis do to escape danger?,by clapping their lobes,They clap their lobes to create a jet of expelled water that drives them backwards quickly.,1,2285.27
squad,123,1024,baai,False,"What month, every four years, are the ordinary general elections held on?",May,May.,1,2356.31
squad,123,1024,baai,False,"At first, what did oxygen and iron combine to form?",banded iron formations,Banded iron formations.,1,2243.52
squad,123,1024,baai,False,What region does use the term 'private schools' to refer to universities?,North America,North America.,1,2249.52
squad,123,1024,baai,False,When was the first Sino-Japanese War?,1894,1894.,1,2446.14
squad,123,1024,baai,False,How were Huguenot settlers assimilated into North American society at large?,married outside their immediate French communities,"The Huguenot settlers were assimilated into North American society through intermarriage with other communities, leading to the adoption of French first names and surnames by their descendants, and their integration into various Protestant denominations.",1,2343.67
squad,123,1024,baai,False,What do clinical pharmacists often participate in?,patient care rounds drug product selection,Patient care rounds and drug product selection.,1,2247.52
squad,123,1024,baai,False,What did Joseph Haas say in his email?,"""Wise up or die.""","""Wise up or die.""",1,2259.39
squad,123,1024,baai,False,What implication can be derived for P and NP if P and co-NP are established to be unequal?,P is not equal to NP,"If P and co-NP are established to be unequal, then it can be derived that P is not equal to NP.",1,2366.29
squad,123,1024,baai,False,What was the target percentage of households BSkyB wanted to reach?,36%,36% of households in the UK.,1,2261.82
squad,123,1024,baai,False,What are some existing facilities?,"electrical, water, sewage, phone, and cable facilities","Electrical, water, sewage, phone, and cable facilities.",1,2251.96
squad,123,1024,baai,False,What was believed to be the cause of devastation to the civilization?,diseases from Europe,"The spread of diseases from Europe, such as smallpox.",1,2288.73
squad,123,1024,baai,False,When did France and the Dutch fight in the 17th century?,1672,1672.,1,2244.31
squad,123,1024,baai,False,What city served as Poland's capital in 1313?,Kraków,Kraków.,1,2326.91
squad,123,1024,baai,False,What Jacksonville community is known for having heavy ties to the Navy?,Filipino,The Filipino American community in Jacksonville.,1,2245.8
squad,123,1024,baai,False,Which reason is given sometimes to plead not guilty involving these matters?,Guilt implies wrong-doing,Guilt implies wrong-doing. I feel I have done no wrong.,1,2359.46
squad,123,1024,baai,False,"According to reduction, if X and Y can be solved by the same algorithm then X performs what function in relationship to Y?",reduces,X is no more difficult than Y.,1,2270.94
squad,123,1024,baai,False,What did Tymnet connect ,"connect host computers (servers)at thousands of large companies, educational institutions, and government agencies","Host computers (servers) at thousands of large companies, educational institutions, and government agencies.",1,2269.97
squad,123,1024,baai,False,What is the region called that is the largest conurbation of the Rhine?,Rhine-Ruhr,The Rhine-Ruhr region.,1,2269.78
squad,123,1024,baai,False,When did Khan establish the Great Yuan?,1271,Kublai Khan established the Great Yuan in 1271.,1,2534.91
squad,123,1024,baai,False,What happens when bathocyroe and ocyropsis clap their lobes together?,jet of expelled water drives them backwards very quickly.,They escape from danger by creating a jet of expelled water that drives them backwards very quickly.,1,2364.48
squad,123,1024,baai,False,Where does heat rejection occur in the Rankine cycle?,in the condenser,In the condenser.,1,2278.81
squad,123,1024,baai,False,What is the most snow Fresno has ever had?,2.2 inches,"2.2 inches (0.06 m) on January 21, 1962.",1,2318.69
squad,123,1024,baai,False,The Maroons compete in what league division?,NCAA's Division III,Division III.,1,2258.41
squad,123,1024,baai,False,Where did France focus its efforts to rebuild its empire?,Africa,"North and West Africa, as well as South-East Asia.",1,2259.88
squad,123,1024,baai,False,What is the magnitude of force divided by when external force is added?,mass of the system,The mass of the system.,1,2248.69
squad,123,1024,baai,False,Along what geographic feature are nine residential houses located?,Charles River,The Charles River.,1,2335.91
squad,123,1024,baai,False,What are the skin cells that can be transformed into tumors known as?,melanocytes,Melanocytes.,1,2278.36
squad,123,1024,baai,False,The Amazon region is home to how many species of insect?,2.5 million,About 2.5 million insect species.,1,2246.5
squad,123,1024,baai,False,What would be needed to host a larger population?,agriculture,Agriculture.,1,2291.19
squad,123,1024,baai,False,What law connects relative velocities with inertia?,Newton's First,Newton's First Law of Motion.,1,2329.07
squad,123,1024,baai,False,Where is the Rhine Bridge?,Arnhem,The Rhine Bridge is at Arnhem.,1,2278.01
squad,123,1024,baai,False,Health problems were lower in places with higher levels of what?,equality,Equality.,1,2249.47
squad,123,1024,baai,False,Starting in what year has Harvard topped the Academic Rankings of World Universities?,2003,2003.,1,2433.46
squad,123,1024,baai,False,Who is eligible to toss their name in the hat to be First Minister?,Any member,Any member of Parliament.,1,2319.81
squad,123,1024,baai,False,When are the new Sky Q products going to be available?,2016,2016.,1,2376.03
squad,123,1024,baai,False,"As a person gets older, what does the skin produce less of?",vitamin D,Vitamin D.,1,2259.95
squad,123,1024,baai,False,How much oxygen is found is a liter of fresh water under normal conditions?,6.04 milliliters,6.04 milliliters (mL) per liter.,1,2429.14
squad,123,1024,baai,False,Who lead the school back to leading research institution in 2oth century?,James Bryant Conant,James Bryant Conant.,1,2351.06
squad,123,1024,baai,False,What have the two different Islamist movements been described as oscillating between?,poles,"Two poles: a strategy of Islamization through state power, and gradual Islamization from the bottom up.",1,2398.29
squad,123,1024,baai,False,By what process is singlet oxygen made in the tropophere?,photolysis of ozone,The photolysis of ozone by light of short wavelength.,1,2280.29
squad,456,256,baai,True,What were the structures built by the Soviets typical of?,an Eastern Bloc city,Eastern Bloc cities.,1,659.92
squad,456,256,baai,True,Packet Switching contrast with what other principal ,circuit switching,Circuit switching.,1,413.14
squad,456,256,baai,True,What protestant religions made Northern European counties safe for Huguenot immigration?,Lutheran and Reformed,Lutheran and Reformed.,1,749.33
squad,456,256,baai,True,Why did OPEC raise the price of oil to $5.11?,In response to American aid to Israel,In response to American aid to Israel.,1,2684.51
squad,456,256,baai,True,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine?,quantum,Quantum Turing machines.,1,2438.32
squad,456,256,baai,True,What was the civil war against Ragibagh also called?,the War of the Two Capitals,The War of the Two Capitals.,1,2786.83
squad,456,256,baai,True,How were Huguenot settlers assimilated into North American society at large?,married outside their immediate French communities,They assimilated through marrying outside their immediate French communities and adopting the customs of the larger society.,1,2530.4
squad,456,256,baai,True,What is the high end of the temperature range in winter?,70,70's.,1,2408.13
squad,456,256,baai,True,What is the region called that is the largest conurbation of the Rhine?,Rhine-Ruhr,The Rhine-Ruhr region.,1,2610.87
squad,456,256,baai,True,What region does use the term 'private schools' to refer to universities?,North America,North America.,1,2495.84
squad,456,256,baai,True,What was the target percentage of households BSkyB wanted to reach?,36%,36% of households in the UK.,1,2703.65
squad,456,256,baai,True,How are ergänzungsschulen funded?,tuition,Ergänzungsschulen are funded in whole by charging their students tuition fees.,1,2599.33
squad,456,256,baai,True,What was Apple Talk ,a proprietary suite of networking protocols developed by Apple Inc. in 1985,A proprietary suite of networking protocols developed by Apple Inc. for Apple Macintosh computers.,1,2458.68
squad,456,256,baai,True,"What alumni wrote ""The Closing of the American Mind""?",Allan Bloom,Allan Bloom.,1,2611.64
squad,456,256,baai,True,Who demonstrated how to create a perfect number from a Mersenne prime?,Euclid,Euclid.,1,2625.22
squad,456,256,baai,True,When are the new Sky Q products going to be available?,2016,2016.,1,2567.09
squad,456,256,baai,True,How much oxygen is found is a liter of fresh water under normal conditions?,6.04 milliliters,6.04 mL per liter.,1,2756.26
squad,456,256,baai,True,Where did Korea border Kublai's territory?,northeast,The northeast border.,1,2626.26
squad,456,256,baai,True,What molecules of the adaptive immune system only exist in jawed vertebrates?,immunoglobulins and T cell receptors,Immunoglobulins and T cell receptors.,1,2756.23
squad,456,256,baai,True,What does  oxygen therapy promote the body to take up?,gaseous oxygen.,gaseous oxygen.,1,2671.18
squad,456,256,baai,True,What symbol was employed until early in the 20th century?,The show globe,The show globe.,1,2594.37
squad,456,256,baai,True,What did Maududi believe Muslim society could not be Islamic in the absence of?,Sharia,Sharia.,1,2539.56
squad,456,256,baai,True,What was used to create a new electromagnetic theory to reconcile the troubles with electromagnetic theory as it used to stand?,quantum mechanics,Quantum mechanics.,1,2510.3
squad,456,256,baai,True,What group of people performed revolutionary civil disobedience toward the Austrian government?,Hungarians,The Hungarians under Ferenc Deák.,1,2699.29
squad,456,256,baai,True,Along what geographic feature are nine residential houses located?,Charles River,The Charles River.,1,2672.99
squad,456,256,baai,True,Which of the tributaries in Germany contributes most? ,Moselle,"The Neckar is not mentioned as the largest contributor, but it is mentioned as one of the main tributaries. However, the Neckar's contribution is not specified.",1,2738.36
squad,456,256,baai,True,Where did France focus its efforts to rebuild its empire?,Africa,"North and West Africa, as well as South-East Asia.",1,2503.18
squad,456,256,baai,True,In what form are most hospital medications?,"unit-dose, or a single dose of medicine",Unit-dose.,1,2596.05
squad,456,256,baai,True,What grew on a global scale as a result of imperialism?,the world's economy,The world's economy grew significantly.,1,2621.15
squad,456,256,baai,True,By what process is singlet oxygen made in the tropophere?,photolysis of ozone,The photolysis of ozone by light of short wavelength.,1,2606.95
squad,456,256,baai,True,Where does the Rhine river's measurement begin?,Old Rhine Bridge at Constance,The Old Rhine Bridge at Constance.,1,2526.73
squad,456,256,baai,True,A small fraction of the cold water flow from Lake Constance goes to what other lake?,Lake Überlingen,Lake Überlingen.,1,2716.58
squad,456,256,baai,True,What suffered considerably for Warsaw when it had an Eastern Bloc economy?,infrastructure,Infrastructure in Warsaw suffered considerably.,1,2496.52
squad,456,256,baai,True,What law connects relative velocities with inertia?,Newton's First,Newton's First Law.,1,2702.66
squad,456,256,baai,True,The Maroons compete in what league division?,NCAA's Division III,Division III.,1,2653.5
squad,456,256,baai,True,What city served as Poland's capital in 1313?,Kraków,Kraków.,1,2722.55
squad,456,256,baai,True,The presence of who is highly likely even in small projects?,the mortgage banker,The mortgage banker.,1,2534.54
squad,456,256,baai,True,Who challenged the plague theory first?,British bacteriologist J. F. D. Shrewsbury,J. F. D. Shrewsbury challenged the plague theory first in 1970.,1,2524.69
squad,456,256,baai,True,Which nation contains the majority of the amazon forest?,Brazil,"Brazil contains the majority of the Amazon forest, with 60% of the Amazon basin.",0,2743.16
squad,456,256,baai,True,What implication can be derived for P and NP if P and co-NP are established to be unequal?,P is not equal to NP,"If P and co-NP are established to be unequal, then it can be derived that NP is not equal to co-NP.",1,2455.15
squad,456,256,baai,True,What produces the high levels of oxygen on Earth?,oxygen cycle,Photosynthesis.,1,2582.43
squad,456,256,baai,True,What are the skin cells that can be transformed into tumors known as?,melanocytes,Melanocytes.,1,2659.5
squad,456,256,baai,True,What garden was formally only for royalty?,The Saxon Garden,The Saxon Garden.,1,2849.25
squad,456,256,baai,True,What is another term for university-preparatory schools?,prep schools,"""prep schools""",1,2553.46
squad,456,256,baai,True,Which central European country had a Calvinist ruler?,Prussia,Prussia.,1,2586.95
squad,456,256,baai,True,Which reason is given sometimes to plead not guilty involving these matters?,Guilt implies wrong-doing,Guilt implies wrong-doing. I feel I have done no wrong.,1,2724.12
squad,456,256,baai,True,What is the Victoria state bird?,helmeted honeyeater,The helmeted honeyeater is the state bird of Victoria.,1,2666.76
squad,456,256,baai,True,Telnet was sold to ,Telenet was incorporated in 1973 and started operations in 1975. It went public in 1979 and was then sold to GTE,GTE.,1,2476.06
squad,456,256,baai,True,What have the two different Islamist movements been described as oscillating between?,poles,Two poles.,1,2596.36
squad,456,256,baai,True,Which Spanish officer established the settlement at St. Augustine?,Pedro Menéndez de Avilés,Pedro Menéndez de Avilés.,1,2590.39
squad,456,256,baai,False,What were the structures built by the Soviets typical of?,an Eastern Bloc city,Typical buildings of an Eastern Bloc city.,1,266.29
squad,456,256,baai,False,Packet Switching contrast with what other principal ,circuit switching,Circuit switching.,1,212.77
squad,456,256,baai,False,What protestant religions made Northern European counties safe for Huguenot immigration?,Lutheran and Reformed,Lutheran and Reformed.,1,233.91
squad,456,256,baai,False,Why did OPEC raise the price of oil to $5.11?,In response to American aid to Israel,In response to American aid to Israel.,1,2304.61
squad,456,256,baai,False,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine?,quantum,Quantum Turing machines.,1,2348.82
squad,456,256,baai,False,What was the civil war against Ragibagh also called?,the War of the Two Capitals,The War of the Two Capitals.,1,2327.8
squad,456,256,baai,False,How were Huguenot settlers assimilated into North American society at large?,married outside their immediate French communities,They assimilated through marrying outside their immediate French communities and adopting the customs of the larger society.,1,2285.12
squad,456,256,baai,False,What is the high end of the temperature range in winter?,70,70's.,1,2350.41
squad,456,256,baai,False,What is the region called that is the largest conurbation of the Rhine?,Rhine-Ruhr,The Rhine-Ruhr region.,1,2267.59
squad,456,256,baai,False,What region does use the term 'private schools' to refer to universities?,North America,North America.,1,2266.58
squad,456,256,baai,False,What was the target percentage of households BSkyB wanted to reach?,36%,36% of households in the UK.,1,2284.38
squad,456,256,baai,False,How are ergänzungsschulen funded?,tuition,Ergänzungsschulen are funded in whole by charging their students tuition fees.,1,2368.9
squad,456,256,baai,False,What was Apple Talk ,a proprietary suite of networking protocols developed by Apple Inc. in 1985,A proprietary suite of networking protocols developed by Apple Inc. for Apple Macintosh computers.,1,2267.31
squad,456,256,baai,False,"What alumni wrote ""The Closing of the American Mind""?",Allan Bloom,Allan Bloom.,1,2415.49
squad,456,256,baai,False,Who demonstrated how to create a perfect number from a Mersenne prime?,Euclid,Euclid.,1,2394.85
squad,456,256,baai,False,When are the new Sky Q products going to be available?,2016,2016.,1,2273.16
squad,456,256,baai,False,How much oxygen is found is a liter of fresh water under normal conditions?,6.04 milliliters,6.04 mL per liter.,1,2309.76
squad,456,256,baai,False,Where did Korea border Kublai's territory?,northeast,The northeast border.,1,2292.56
squad,456,256,baai,False,What molecules of the adaptive immune system only exist in jawed vertebrates?,immunoglobulins and T cell receptors,Immunoglobulins and T cell receptors.,1,2269.33
squad,456,256,baai,False,What does  oxygen therapy promote the body to take up?,gaseous oxygen.,gaseous oxygen.,1,2272.71
squad,456,256,baai,False,What symbol was employed until early in the 20th century?,The show globe,The show globe was also used until the early 20th century.,1,2282.12
squad,456,256,baai,False,What did Maududi believe Muslim society could not be Islamic in the absence of?,Sharia,Sharia.,1,2268.3
squad,456,256,baai,False,What was used to create a new electromagnetic theory to reconcile the troubles with electromagnetic theory as it used to stand?,quantum mechanics,Quantum mechanics.,1,2249.42
squad,456,256,baai,False,What group of people performed revolutionary civil disobedience toward the Austrian government?,Hungarians,The Hungarians under Ferenc Deák.,1,2388.81
squad,456,256,baai,False,Along what geographic feature are nine residential houses located?,Charles River,The Charles River.,1,2296.91
squad,456,256,baai,False,Which of the tributaries in Germany contributes most? ,Moselle,"The context does not specify which tributary in Germany contributes the most. It mentions the Neckar, Main, and Moselle as tributaries, but does not provide information on their relative contributions.",1,2378.4
squad,456,256,baai,False,Where did France focus its efforts to rebuild its empire?,Africa,"North and West Africa, as well as South-East Asia.",1,2372.65
squad,456,256,baai,False,In what form are most hospital medications?,"unit-dose, or a single dose of medicine",Unit-dose.,1,2284.95
squad,456,256,baai,False,What grew on a global scale as a result of imperialism?,the world's economy,The world's economy grew significantly.,1,2314.55
squad,456,256,baai,False,By what process is singlet oxygen made in the tropophere?,photolysis of ozone,Photolysis of ozone by light of short wavelength.,1,2283.73
squad,456,256,baai,False,Where does the Rhine river's measurement begin?,Old Rhine Bridge at Constance,The Old Rhine Bridge at Constance.,1,2266.77
squad,456,256,baai,False,A small fraction of the cold water flow from Lake Constance goes to what other lake?,Lake Überlingen,Lake Überlingen.,1,2271.22
squad,456,256,baai,False,What suffered considerably for Warsaw when it had an Eastern Bloc economy?,infrastructure,Infrastructure in Warsaw suffered considerably.,1,2249.04
squad,456,256,baai,False,What law connects relative velocities with inertia?,Newton's First,Newton's First Law.,1,2303.65
squad,456,256,baai,False,The Maroons compete in what league division?,NCAA's Division III,Division III.,1,2261.73
squad,456,256,baai,False,What city served as Poland's capital in 1313?,Kraków,Kraków.,1,2422.07
squad,456,256,baai,False,The presence of who is highly likely even in small projects?,the mortgage banker,The mortgage banker.,1,2263.75
squad,456,256,baai,False,Who challenged the plague theory first?,British bacteriologist J. F. D. Shrewsbury,J. F. D. Shrewsbury in 1970.,1,2260.07
squad,456,256,baai,False,Which nation contains the majority of the amazon forest?,Brazil,"Brazil, with 60% of the rainforest.",1,2555.34
squad,456,256,baai,False,What implication can be derived for P and NP if P and co-NP are established to be unequal?,P is not equal to NP,"If P and co-NP are established to be unequal, then it can be derived that NP is not equal to co-NP.",1,2286.64
squad,456,256,baai,False,What produces the high levels of oxygen on Earth?,oxygen cycle,Photosynthesis.,1,2241.47
squad,456,256,baai,False,What are the skin cells that can be transformed into tumors known as?,melanocytes,Melanocytes.,1,2285.04
squad,456,256,baai,False,What garden was formally only for royalty?,The Saxon Garden,The Saxon Garden.,1,2319.77
squad,456,256,baai,False,What is another term for university-preparatory schools?,prep schools,"""prep schools""",1,2268.32
squad,456,256,baai,False,Which central European country had a Calvinist ruler?,Prussia,Prussia.,1,2264.2
squad,456,256,baai,False,Which reason is given sometimes to plead not guilty involving these matters?,Guilt implies wrong-doing,Guilt implies wrong-doing. I feel I have done no wrong.,1,2428.81
squad,456,256,baai,False,What is the Victoria state bird?,helmeted honeyeater,The helmeted honeyeater is the state bird of Victoria.,1,2304.13
squad,456,256,baai,False,Telnet was sold to ,Telenet was incorporated in 1973 and started operations in 1975. It went public in 1979 and was then sold to GTE,GTE.,1,2263.45
